	effect	std_err	p-val	95% CI	nctrs	ncases	mean_ctr	mean_css	std_ctr	std_css
FengQ_2015_in_AUT-CRC	-0.08573964239090491	0.19528721731779136	0.6645197454856016	-0.468502588333776|0.29702330355196616	61	46	0.40779280944239776	0.3991941136661998	0.08280870494700258	0.08053407785170907
GuptaA_2019_in_IND-CRC	-0.059831915479196134	0.2627484097882796	0.8206208320929556	-0.5748187986642241|0.4551549677058319	30	30	0.23368911647612892	0.23147357187141307	0.10354092751141268	0.0946228300090174
HeQ_2017_in_CHN-CD	-1.2863265048486117	0.2329228922515302	3.435099232805038e-08	-1.7428553736616108|-0.8297976360356125	44	47	0.4351906425738077	0.2718467704372749	0.08234379150696447	0.0951033385799134
JieZ_2017_in_CHN-ACVD	-0.3968372174320821	0.11602361844081542	0.0006342812234280787	-0.6242435095760803|-0.1694309252880839	156	149	0.4149171215223586	0.37522339426842527	0.08594093730803617	0.09376172381449624
KarlssonFH_2013_in_SWE-IGT	-0.2751710120211687	0.21183971482825212	0.19615354875146898	-0.6903768530845429|0.14003482904220543	43	49	0.45606675049108936	0.43774684722995066	0.05906100167523746	0.06269675348542164
KarlssonFH_2013_in_SWE-T2D	-0.11677774431148509	0.20648311727332014	0.5747898498326205	-0.5214846541671926|0.2879291655442224	43	53	0.45606675049108936	0.4517268747948845	0.05906100167523746	0.06283659083307325
MetaCardis_2020_a_in_FRA-IGT	0.0962438461539813	0.11100529488590828	0.3876875552557941	-0.12132653182239894|0.31381422413036153	176	151	0.4131546410133069	0.41189672582838754	0.08848866812466269	0.0792767592617864
MetaCardis_2020_a_in_FRA-T2D	-0.17837148364560138	0.09303254689951257	0.06313372356468162	-0.360715275568646|0.0039723082774432705	176	290	0.4131546410133069	0.3939334619335335	0.08848866812466269	0.08303027143335531
MetaCardis_2020_a_in_FRA-CAD	-0.04990890276247675	0.1178708921518695	0.6794053052446876	-0.280935851380141|0.18111804585518745	176	114	0.4131546410133069	0.3936338284574441	0.08848866812466269	0.0939426786646053
MetaCardis_2020_a_in_FRA-HF	-0.35848794262662353	0.14474420529283558	0.13232930449592564	-0.6421865850005812|-0.07478930025266584	176	20	0.4131546410133069	0.3782636176558629	0.08848866812466269	0.09514906690771596
MetaCardis_2020_a_in_DEU-T2D	-0.2854061305456081	0.09137112991925164	0.0019463744153251472	-0.4644935451873413|-0.10631871590387487	273	213	0.37915971680870064	0.36331298449571053	0.10135138587071181	0.0963364092313149
MetaCardis_2020_a_in_DEU-IGT	0.1375353780957312	0.10796109278178838	0.29871350127519425	-0.07406836375657402|0.34913911994803637	273	73	0.37915971680870064	0.38421470031342464	0.10135138587071181	0.09773125867172701
NielsenHB_2014_in_ESP-UC	0.05510380460744448	0.17893074433357178	0.7591654224472281	-0.29560045428635623|0.40580806350124515	59	68	0.41704860404483396	0.4265449493586282	0.0819947781131918	0.0969819527368168
NielsenHB_2014_in_ESP-CD	-0.5119845476689073	0.24297933944516653	0.1041021397766472	-0.9882240529814337|-0.03574504235638093	59	13	0.41704860404483396	0.3636482416554086	0.0819947781131918	0.10416154423722841
QinJ_2012_in_CHN-T2D	-0.33213973570604666	0.10921145646554581	0.0023757290192473815	-0.5461941903785165|-0.11808528103357688	173	169	0.4171867774556566	0.3856697212912782	0.08535124364832646	0.09994231636219157
QinN_2014_in_CHN-cirrhosis	-0.7809066299701282	0.13534923828718332	8.31394129638099e-09	-1.0461911370130075|-0.5156221229272488	114	123	0.4676954483903046	0.39714736353038477	0.07567808610010014	0.08801498059894207
ThomasAM_2018a_in_ITA-CRC	-0.579724972379512	0.2948017621473724	0.052265314999155967	-1.1575364261883618|-0.0019135185706621316	22	28	0.40494877137369956	0.33773455456407386	0.07299865625931151	0.12851970502997812
ThomasAM_2018b_in_ITA-CRC	-0.4422910657248621	0.27059391866118726	0.10466053265755881	-0.9726551463007891|0.08807301485106489	27	31	0.44815335923622074	0.4255195978828917	0.05919600409299108	0.06675520447211003
VogtmannE_2016_in_USA-CRC	-0.43574239236083057	0.2033994711897761	0.03272229299851267	-0.8344053558927917|-0.03707942882886939	52	49	0.41789480290981174	0.3854627213018579	0.08340858529939826	0.07416148850758525
WirbelJ_2018_in_DEU-CRC	-0.4498021009400061	0.18261200643927697	0.014057144409104846	-0.8077216335609889|-0.09188256831902325	65	60	0.46188214228938856	0.4163610053450529	0.07753448933385079	0.09553329609824338
XuQ_2021_in_CHN-T2D	-0.772532926358462	0.13218835183995287	8.173375494691192e-05	-1.0316220959647697|-0.5134437567521544	217	31	0.41449393303561644	0.35363526150169555	0.08318523670116147	0.08796099777384005
YachidaS_2019_in_JPN-CRC	-0.12679702337413198	0.0890004884014171	0.15450671125117077	-0.30123798064090945|0.04764393389264551	250	258	0.39428695768624855	0.38027533225626187	0.09526635154897667	0.0923024773467589
YuJ_2015_in_CHN-CRC	-0.5661591508033288	0.18244553043850803	0.002192321174081647	-0.9237523904628046|-0.20856591114385303	54	73	0.4365474942386783	0.39107272503963586	0.07746860988179749	0.08107406767893273
ZellerG_2014_in_FRA-CRC	-0.22693631252217902	0.19308494855332825	0.24222530019225907	-0.6053828116867024|0.15151018664234436	59	51	0.41892744375580526	0.38831499101287237	0.0666805370342607	0.08144499145936339
HanniganGD_2017_in_USA-CRC	-0.2749031358690849	0.2932346617008785	0.35127330120709854	-0.8496430728028067|0.29983680106463695	25	24	0.3983548494325436	0.36094250652412496	0.07720992412433839	0.09435202657753548
SankaranarayananK_2015_in_USA-T2D	-0.07153968962274608	0.3384385292308196	0.8338074821136625	-0.7348792069151524|0.5917998276696603	18	19	0.376624571256288	0.3537948038159611	0.10006833113461497	0.08449712817105216
