	effect	std_err	p-val	95% CI	nctrs	ncases	mean_ctr	mean_css	std_ctr	std_css
FengQ_2015_in_AUT-CRC	-0.03894212587128139	0.0307289793568985	0.2079419931682086	-0.09917092541080244|0.02128667366823967	61	46	0.5664232311790283	0.5271896097976074	0.15785582394079473	0.14695233049324488
GuptaA_2019_in_IND-CRC	0.1120925816027436	0.06325029656683906	0.08189912771947808	-0.011877999668260947|0.23606316287374815	30	30	0.2780774005264585	0.36046614877941197	0.1565085694647586	0.20932350276541253
HeQ_2017_in_CHN-CD	0.05339024499628434	0.04145893646820432	0.20127494719748723	-0.027869270481396112|0.1346497604739648	44	47	0.5762840070273731	0.6516442407032181	0.1300613805147512	0.17085327551933704
JieZ_2017_in_CHN-ACVD	0.013393864108225068	0.015989765253201615	0.4028928243326906	-0.017946075788050096|0.04473380400450023	156	149	0.5674516595694903	0.5848332972389461	0.13378374831297601	0.12812489505164124
KarlssonFH_2013_in_SWE-IGT	0.04886394470257657	0.022812795091897483	0.03495984185546016	0.004150866322457508|0.09357702308269564	43	49	0.43793913529404893	0.4950793136164212	0.09844090729110538	0.11702468071231745
KarlssonFH_2013_in_SWE-T2D	0.042914283615546354	0.024780163530079273	0.08666093916161219	-0.005654836903409018|0.09148340413450173	43	53	0.43793913529404893	0.4929022340927871	0.09844090729110538	0.12719747039945567
MetaCardis_2020_a_in_FRA-IGT	0.017062831792616584	0.017770563037690826	0.3376880982494139	-0.017767471761257432|0.0518931353464906	176	151	0.42436768816488474	0.473701503745917	0.1537036837816901	0.14535038294208177
MetaCardis_2020_a_in_FRA-T2D	0.07173046941865205	0.01609455302929018	1.0456332644423111e-05	0.0401851454812433|0.1032757933560608	176	290	0.42436768816488474	0.505481379562746	0.1537036837816901	0.15763551729925432
MetaCardis_2020_a_in_FRA-CAD	-0.0011638950663123617	0.02174044286129542	0.9573424016779443	-0.04377516307445138|0.041447372941826655	176	114	0.42436768816488474	0.4109276109315689	0.1537036837816901	0.1541927579514881
MetaCardis_2020_a_in_FRA-HF	-0.027425466842175318	0.03534735882604762	0.4387768574959757	-0.09670629014122867|0.041855356456878025	176	20	0.42436768816488474	0.3771690804529694	0.1537036837816901	0.1434938771078224
MetaCardis_2020_a_in_DEU-T2D	0.021571111980943712	0.020098166071622698	0.2836802591506171	-0.017821293519436773|0.0609635174813242	273	213	0.45651830455938147	0.4370055971505781	0.1810257899942618	0.16259335075650586
MetaCardis_2020_a_in_DEU-IGT	0.030278209871741603	0.024488580676313335	0.21715282283746057	-0.01771940825383253|0.07827582799731574	273	73	0.45651830455938147	0.48067292945361906	0.1810257899942618	0.18331343502404582
NielsenHB_2014_in_ESP-UC	-0.005487981603345869	0.025169913854405417	0.8277642798370535	-0.054821012757980486|0.04384504955128875	59	68	0.48586972799609013	0.47671137552579534	0.14216080435599032	0.13491998223189833
NielsenHB_2014_in_ESP-CD	0.26454720198333165	0.04525520139513607	1.6420479267223316e-07	0.17584700724886496|0.35324739671779837	59	13	0.48586972799609013	0.744609150391593	0.14216080435599032	0.07597712421801604
QinJ_2012_in_CHN-T2D	-0.0001748373877872387	0.01740412175064315	0.9919907333042889	-0.03428691601904781|0.03393724124347334	173	169	0.5514212708246143	0.558874264763639	0.13951027522078246	0.14739857177186366
QinN_2014_in_CHN-cirrhosis	0.024599146695130004	0.017440231506873176	0.15973654210112995	-0.009583707058341419|0.05878200044860143	114	123	0.5440838126935139	0.5734372023060044	0.12076217295261714	0.1274611923513045
ThomasAM_2018a_in_ITA-CRC	-0.008719289975643855	0.051091129147359284	0.8652549528824247	-0.10885790310446805|0.09141932315318033	22	28	0.4582717683102228	0.4795448479636198	0.1505454215584624	0.1742490943895374
ThomasAM_2018b_in_ITA-CRC	-0.07977668831846392	0.026259966747423053	0.0036920198385162945	-0.1312462231434131|-0.028307153493514738	27	31	0.5434599321069421	0.4765124073021571	0.07992672658162606	0.1119377715205612
VogtmannE_2016_in_USA-CRC	0.06740682271452604	0.02988819862082016	0.026385603666235328	0.008825953417718524|0.12598769201133356	52	49	0.4784669202481767	0.5409791761818454	0.16266967745384103	0.13984984898815722
WirbelJ_2018_in_DEU-CRC	0.009143964098486116	0.02562737970602352	0.721864821765505	-0.04108570012531998|0.05937362832229222	65	60	0.45953598395823997	0.46612452482934397	0.1234064092565825	0.14642340948699778
XuQ_2021_in_CHN-T2D	0.10044091696369624	0.02812423716853888	0.00042807116565635937	0.04531741211336003|0.15556442181403246	217	31	0.5234619125770795	0.619514553447816	0.14299344065991668	0.14980482689345306
YachidaS_2019_in_JPN-CRC	0.0005659031677521975	0.013158497464615457	0.9657132826447247	-0.0252247518628941|0.026356558198398494	250	258	0.5733338043673097	0.5708056122885331	0.14955452429778676	0.14430273406124666
YuJ_2015_in_CHN-CRC	3.652790807116141e-05	0.025579153782439742	0.9988629263299413	-0.05009861350551073|0.050171669321653053	54	73	0.5558952430087005	0.5601290293237844	0.13032558643801348	0.14023464187745513
ZellerG_2014_in_FRA-CRC	-0.0009467319893390475	0.027673862057595353	0.9727743780086857	-0.05518750162222594|0.05329403764354784	59	51	0.4874502224615936	0.4805623865561848	0.13538807226768393	0.13844488898057855
HanniganGD_2017_in_USA-CRC	0.028644379335548933	0.04212075011247837	0.5000330212630837	-0.053912290884908676|0.11120104955600654	25	24	0.6175382200966549	0.6659229209616283	0.12790653482007278	0.12752690777694087
SankaranarayananK_2015_in_USA-T2D	0.002089537598555189	0.04936997356281161	0.9665033566474232	-0.09467561058455555|0.09885468578166594	18	19	0.5732098471309706	0.592716778264708	0.14333735087642271	0.12063663413421595
