	effect	std_err	p-val	95% CI	nctrs	ncases	mean_ctr	mean_css	std_ctr	std_css
FengQ_2015_in_AUT-CRC	-0.014457955881806053	0.024357670692689792	0.554114495247592	-0.06219899043947805|0.03328307867586594	61	46	0.48545795777071704	0.4722500363338003	0.12286883832385477	0.11883471273083297
GuptaA_2019_in_IND-CRC	0.07107741982795918	0.05411019218230782	0.19444491396809313	-0.034978556849364156|0.1771333965052825	30	30	0.26715394685720434	0.3142266014619202	0.13528693090935257	0.17768459946480503
HeQ_2017_in_CHN-CD	0.07224419678567531	0.03484931282003884	0.04116092397452301	0.003939543658399186|0.14054884991295144	44	47	0.4667035324261924	0.5567816040308102	0.1039271582730186	0.14599611247418673
JieZ_2017_in_CHN-ACVD	0.025692970807184832	0.012791052335516856	0.0454682273350929	0.0006225082295717929|0.05076343338479787	156	149	0.4681824246314875	0.4939301305637896	0.10196888426355763	0.10702589122010313
KarlssonFH_2013_in_SWE-IGT	0.03946755677236962	0.018584047007686597	0.036498754363031786	0.0030428246373038897|0.07589228890743535	43	49	0.3949634611368176	0.4397378793006616	0.08144530488369445	0.09261631971236126
KarlssonFH_2013_in_SWE-T2D	0.025775724692316575	0.01934690550121395	0.18605507408274244	-0.012144210090062769|0.06369565947469592	43	53	0.3949634611368176	0.4292653686013419	0.08144530488369445	0.09583880571755955
MetaCardis_2020_a_in_FRA-IGT	0.015185024976821265	0.013751240467923916	0.2703023346347463	-0.011767406340309611|0.042137456293952144	176	151	0.3779402084185113	0.41829623973452634	0.12081139619440315	0.11052692903126354
MetaCardis_2020_a_in_FRA-T2D	0.051456179417361296	0.012344908599235337	3.667474179575811e-05	0.027260158562860036|0.07565220027186256	176	290	0.3779402084185113	0.4361386156526734	0.12081139619440315	0.11958825918013946
MetaCardis_2020_a_in_FRA-CAD	-0.0018161866260782925	0.017160969172188217	0.9157897765691436	-0.035451686203567194|0.03181931295141061	176	114	0.3779402084185113	0.3672522820688717	0.12081139619440315	0.12251248746940116
MetaCardis_2020_a_in_FRA-HF	-0.014163573100165928	0.027852499251442335	0.611675065171482	-0.0687544716329929|0.040427325432661046	176	20	0.3779402084185113	0.3483993473441371	0.12081139619440315	0.11923993204239632
MetaCardis_2020_a_in_DEU-T2D	0.015514908171084904	0.015771045769654803	0.32572859228201656	-0.015396341537438508|0.04642615787960831	273	213	0.39435573007774616	0.38096698217095615	0.14058479223662476	0.1288850215708486
MetaCardis_2020_a_in_DEU-IGT	0.021383975537627296	0.019082376252690943	0.26324084708952444	-0.01601748191764695|0.058785432992901544	273	73	0.39435573007774616	0.4104193174947945	0.14058479223662476	0.1418953171601096
NielsenHB_2014_in_ESP-UC	0.0005374400733175813	0.020888033453605688	0.9795150783769916	-0.04040310549574957|0.04147798564238473	59	68	0.4084840179890643	0.40635219770019537	0.11784119611862294	0.11253149254270768
NielsenHB_2014_in_ESP-CD	0.18728125002325952	0.038730630201043705	8.112589199383025e-06	0.11136921482921386|0.2631932852173052	59	13	0.4084840179890643	0.6003390044984376	0.11784119611862294	0.09359016020028521
QinJ_2012_in_CHN-T2D	0.011812388286461762	0.013825926885712833	0.39350969522252055	-0.015286428409535391|0.03891120498245892	173	169	0.44797512890272495	0.46425515208150286	0.10580447194487391	0.12205676848397609
QinN_2014_in_CHN-cirrhosis	0.032191441428142446	0.01347317100256181	0.017680524750754288	0.0057840262631213|0.05859885659316359	114	123	0.43201294546934454	0.46827636655091603	0.08649913087756415	0.10335369058179891
ThomasAM_2018a_in_ITA-CRC	0.001053407332894954	0.04350843528354281	0.9807909001669135	-0.08422312582284895|0.08632994048863886	22	28	0.4305063377172095	0.4545023954359263	0.11815655679505342	0.15390573546231798
ThomasAM_2018b_in_ITA-CRC	-0.049472374017263586	0.02046341880317076	0.019094883192284272	-0.08958067487147828|-0.009364073163048894	27	31	0.46295922965266817	0.422682156955818	0.05757028611944737	0.08964820056502622
VogtmannE_2016_in_USA-CRC	0.0627075350111829	0.02453019707918105	0.012146209331326298	0.01462834873598804|0.11078672128637776	52	49	0.4251161528594189	0.48386691339201965	0.13226280823709613	0.11597315641445968
WirbelJ_2018_in_DEU-CRC	0.012535849242621504	0.01975564751388364	0.5269330504237419	-0.026185219884590435|0.05125691836983344	65	60	0.40093540386445753	0.4128885413216138	0.0900173754759689	0.11761928312432705
XuQ_2021_in_CHN-T2D	0.08764102978343513	0.02225747690625105	0.00010754556422664575	0.04401637504718307|0.13126568451968718	217	31	0.4552488909275172	0.5372460772079818	0.11295629058447139	0.12359271313854607
YachidaS_2019_in_JPN-CRC	0.004226400134129253	0.010513046998863107	0.687843923873785	-0.016379171983642436|0.02483197225190094	250	258	0.4729193563137514	0.47535599061195527	0.11601418412944689	0.11831629832484185
YuJ_2015_in_CHN-CRC	0.021920370374200287	0.020263873077648657	0.28149882895335376	-0.017796820857991082|0.06163756160639165	54	73	0.46433796316872916	0.4859476831795422	0.10712196421798967	0.10788552450310877
ZellerG_2014_in_FRA-CRC	0.009592155889126475	0.021285762729332112	0.6531802408309212	-0.03212793906036446|0.051312250838617415	59	51	0.41296939014249984	0.42300699134006886	0.10515009574802252	0.10399472539477103
HanniganGD_2017_in_USA-CRC	0.025743646875791955	0.03548526052374035	0.47200219090885853	-0.04380746375073912|0.09529475750232302	25	24	0.5406155625674562	0.5806568601425417	0.10756268682702616	0.10496368015211605
SankaranarayananK_2015_in_USA-T2D	-0.009001300748355456	0.04058926867893503	0.8259056029005503	-0.08855626735906812|0.07055366586235721	18	19	0.524049778743712	0.5344052646050914	0.11749161601669805	0.09962425966830091
