	effect	std_err	p-val	95% CI	nctrs	ncases	mean_ctr	mean_css	std_ctr	std_css
FengQ_2015_in_AUT-CRC	0.056331323800643915	0.04699860823875867	0.23347085009730253	-0.03578594834732307|0.1484485959486109	61	46	-0.23959569514494178	-0.18293506959521497	0.2495699493510226	0.21523900168428386
GuptaA_2019_in_IND-CRC	-0.16083025939925907	0.06065326173347986	0.01044470473517654	-0.2797106523968796|-0.041949866401638544	30	30	-0.05531173771958378	-0.17523212422549064	0.11964812659763605	0.21896719928304015
HeQ_2017_in_CHN-CD	-0.18039733384627335	0.0474741330145908	0.0002694907191104681	-0.27344663455487134|-0.08734803313767538	44	47	-0.2506738390547463	-0.4746601069383512	0.16739195939948415	0.18709411484156607
JieZ_2017_in_CHN-ACVD	-0.039071182007866204	0.0236634523951746	0.09976060100939181	-0.08545154870240843|0.007309184686676011	156	149	-0.2518037729851345	-0.3005130696456775	0.20034931496829864	0.1863428006456031
KarlssonFH_2013_in_SWE-IGT	-0.07540754666313011	0.02696318988399734	0.006340038307381978	-0.1282553988357649|-0.02255969449049533	43	49	-0.024848058960190975	-0.11267390070223017	0.10949209619292274	0.14702239847583112
KarlssonFH_2013_in_SWE-T2D	-0.06755243057578733	0.031562720617324416	0.0349791149411136	-0.1294153629857432|-0.005689498165831475	43	53	-0.024848058960190975	-0.10481222478934782	0.10949209619292274	0.1700217882525676
MetaCardis_2020_a_in_FRA-IGT	-0.009976910814929412	0.020882384015635747	0.6331403186451238	-0.050906383485575475|0.030952561855716647	176	151	-0.05764052689795147	-0.1172100419289203	0.18165703866161864	0.17913694405351296
MetaCardis_2020_a_in_FRA-T2D	-0.10858856048955823	0.01966318300863	5.5944840347840265e-08	-0.14712839918647302|-0.07004872179264343	176	290	-0.05764052689795147	-0.18089068153928495	0.18165703866161864	0.19825824292816177
MetaCardis_2020_a_in_FRA-CAD	-0.004779724777847294	0.024158650755597647	0.8433055472611515	-0.05213068025881868|0.042571230703124095	176	114	-0.05764052689795147	-0.0609691113368219	0.18165703866161864	0.16843244750615527
MetaCardis_2020_a_in_FRA-HF	0.00838837352732103	0.0389125284412327	0.8295529721577781	-0.06788018221749506|0.08465692927213711	176	20	-0.05764052689795147	-0.02767519590593881	0.18165703866161864	0.12367491138090068
MetaCardis_2020_a_in_DEU-T2D	-0.06263008857518	0.021988951728890458	0.0045842950055778285	-0.1057284339638053|-0.019531743186554706	273	213	-0.13952116223231606	-0.12973122763448944	0.2086179115584904	0.177552583362512
MetaCardis_2020_a_in_DEU-IGT	-0.02525007972814157	0.026784653307756714	0.3464981922507485	-0.07774800021134473|0.027247840755061592	273	73	-0.13952116223231606	-0.16671184109901885	0.2086179115584904	0.20343006643683545
NielsenHB_2014_in_ESP-UC	0.01644561136971305	0.026559882205679123	0.5369458046421081	-0.03561175775341803|0.06850298049284413	59	68	-0.14620683395828196	-0.12052560399276724	0.15446761902979714	0.1457969263312561
NielsenHB_2014_in_ESP-CD	-0.3892467975039785	0.051238146378764726	1.2829119569047488e-10	-0.48967356440635734|-0.28882003060159966	59	13	-0.14620683395828196	-0.5252310546293398	0.15446761902979714	0.16171429818558591
QinJ_2012_in_CHN-T2D	-0.022382362478722287	0.023415780226378902	0.3398248045522406	-0.06827729172242494|0.023512566764980362	173	169	-0.2376806352908473	-0.2678236561544968	0.18969842166500145	0.19552392257790652
QinN_2014_in_CHN-cirrhosis	-0.08646333091090969	0.026062154822667216	0.0010540186939794755	-0.13754515436333742|-0.035381507458481946	114	123	-0.18845923152737862	-0.28145067453070793	0.17745002662840115	0.19234042641645877
ThomasAM_2018a_in_ITA-CRC	-0.04194710398391248	0.061949515750049554	0.5017976652701557	-0.1633681548540096|0.07947394688618464	22	28	-0.08108842752953663	-0.1668527459272394	0.20498496772846597	0.20956548513520284
ThomasAM_2018b_in_ITA-CRC	0.08238313071111339	0.0364582002148314	0.02797802232617194	0.010925058290043851|0.1538412031321829	27	31	-0.17580727532499552	-0.10482305976560452	0.1258888443652161	0.14251817082023271
VogtmannE_2016_in_USA-CRC	-0.10546236221211693	0.0405917143867216	0.010849476473235283	-0.18502212241009125|-0.025902602014142587	52	49	-0.11392288472712268	-0.21262871766981337	0.2164584779474008	0.1989729517841586
WirbelJ_2018_in_DEU-CRC	-0.04782210637997987	0.03512409138789186	0.1759007167838329	-0.11666532550024791|0.021021112740288173	65	60	-0.05625442176263384	-0.10299950299202115	0.17749303439241695	0.19125792982341483
XuQ_2021_in_CHN-T2D	-0.17856459741316677	0.041409728463719354	2.351752302671982e-05	-0.2597276652020567|-0.09740152962427684	217	31	-0.17718100119102545	-0.34814776818595466	0.2117707260777398	0.21289300329244343
YachidaS_2019_in_JPN-CRC	-0.008525529491391282	0.017728686137686814	0.6308045188276412	-0.043273754321257435|0.026222695338474874	250	258	-0.2794612947346194	-0.2859799017088494	0.2059445792175192	0.19047644557369536
YuJ_2015_in_CHN-CRC	-0.02505043146795957	0.040172953813471794	0.5340776757204391	-0.10378942094236429|0.05368855800644515	54	73	-0.21090502860999386	-0.24323765042839074	0.20247969048215034	0.22117359727144822
ZellerG_2014_in_FRA-CRC	-0.00545268204529548	0.034484273263549886	0.8746652827942306	-0.07304185764185325|0.062136493551262294	59	51	-0.14300361102488207	-0.14980279075942846	0.16181092333328342	0.17938731205122482
HanniganGD_2017_in_USA-CRC	-0.05803407168747168	0.07155585114522803	0.4217129081073353	-0.1982835399321186|0.08221539655717525	25	24	-0.29610602819330983	-0.39024647525658995	0.21391337027340107	0.22126414631736424
SankaranarayananK_2015_in_USA-T2D	-0.02033168168039493	0.08168582645900077	0.8050280014081651	-0.18043590154003644|0.1397725381792466	18	19	-0.24574534426194117	-0.2972334881083633	0.25036746016311967	0.19179974782164982
