	effect	std_err	p-val	95% CI	nctrs	ncases	mean_ctr	mean_css	std_ctr	std_css
FengQ_2015_in_AUT-CRC	-0.12575824624595333	0.19539040032744331	0.5249315239212422	-0.5087234308877422|0.2572069383958356	61	46	0.105478788389114	-0.035979483459825046	1.2043499204114272	1.0625413675714666
GuptaA_2019_in_IND-CRC	-0.8151898175159871	0.27338241212040765	0.0030129098104703825	-1.351019345271986|-0.27936028975998806	30	30	0.24912733561469474	-0.12090621500588344	0.37960696249505943	0.6951141293253157
HeQ_2017_in_CHN-CD	-1.1094925971891914	0.22775503375380948	1.1735838223899393e-06	-1.555892463346658|-0.6630927310317247	44	47	0.08206162400320362	-1.207483025235055	0.9679201611930819	0.6418136680804885
JieZ_2017_in_CHN-ACVD	-0.5109206194600509	0.11675776207400222	1.2353141398687787e-05	-0.7397658331250951|-0.2820754057950065	156	149	-0.13087284794908888	-0.6868258723064126	0.9593997648511882	1.0343127446343567
KarlssonFH_2013_in_SWE-IGT	-0.7439114387791722	0.21801495211649208	0.0006831850768145259	-1.1712207449274967|-0.31660213263084774	43	49	1.1621710147931148	0.33926068883774074	0.8829143627168653	1.1135489745685154
KarlssonFH_2013_in_SWE-T2D	-0.5029639522554817	0.20954385009891244	0.017263999196141244	-0.9136698984493501|-0.09225800606161338	43	53	1.1621710147931148	0.5438366282737137	0.8829143627168653	1.1441330392814038
MetaCardis_2020_a_in_FRA-IGT	-0.09642624345957716	0.1110055384164263	0.3867897864561348	-0.3139970987557727|0.12114461183661838	176	151	0.8671014335367516	0.39715849589105845	1.0624056942540718	0.9691624170222974
MetaCardis_2020_a_in_FRA-T2D	-0.6371739107427068	0.09517490994962617	8.107293340942517e-11	-0.8237167342439741|-0.4506310872414395	176	290	0.8671014335367516	0.03902741742884822	1.0624056942540718	1.0856118185021646
MetaCardis_2020_a_in_FRA-CAD	-0.19248493195122218	0.11812513652048709	0.11170303215284083	-0.42401019953137686|0.0390403356289325	176	114	0.8671014335367516	0.7141269506408353	1.0624056942540718	1.0164965892159197
MetaCardis_2020_a_in_FRA-HF	-0.3753596599199446	0.1448543997980121	0.11517328854040232	-0.6592742835240483|-0.09144503631584089	176	20	0.8671014335367516	0.6823745243542269	1.0624056942540718	0.9212290288069891
MetaCardis_2020_a_in_DEU-T2D	-0.41496527219010143	0.09188266078342634	7.45883994974683e-06	-0.5950552873256171|-0.2348752570545858	273	213	0.31399380417508427	0.20322709729001195	1.0805604661394077	0.9349415481845944
MetaCardis_2020_a_in_DEU-IGT	-0.0338004503242665	0.10784138134073096	0.7982741292093953	-0.2451695577520992|0.17756865710356617	273	73	0.31399380417508427	0.1890059678206889	1.0805604661394077	0.89746376543145
NielsenHB_2014_in_ESP-UC	-0.17594229235030492	0.1792425800266221	0.3284975409035752	-0.5272577492024842|0.17537316450187437	59	68	0.5040886967272398	0.37084566156997406	1.0516408470295406	0.9493096850308302
NielsenHB_2014_in_ESP-CD	-1.5034463438665175	0.27077245962689617	8.02477910391173e-06	-2.034160364735234|-0.9727323229978011	59	13	0.5040886967272398	-1.2730929515827483	1.0516408470295406	0.7523707502405933
QinJ_2012_in_CHN-T2D	-0.3097270753169711	0.10911455475813517	0.004565391129055455	-0.523591602642916|-0.09586254799102614	173	169	0.13846538731449087	-0.2540322064779729	0.8849238369626208	0.9808622112558002
QinN_2014_in_CHN-cirrhosis	-0.9132915089082366	0.1371008323401686	2.8090351193721046e-11	-1.182009140294967|-0.6445738775215062	114	123	0.5781879518789661	-0.18857216199117102	0.8211683437174668	0.6612323019856751
ThomasAM_2018a_in_ITA-CRC	-0.26898184074553194	0.2901009399905165	0.359875642465746	-0.8375796831269442|0.29961600163588037	22	28	0.1112516667876628	-0.2964147672757181	1.0201022406838642	0.7976952942959498
ThomasAM_2018b_in_ITA-CRC	0.1823638321646035	0.26790011951044085	0.4990129640948926	-0.3427204020758605|0.7074480664050675	27	31	0.2433969486414415	0.3989111071023359	1.080800447453769	1.1308862306273784
