	effect	std_err	p-val	95% CI	nctrs	ncases	mean_ctr	mean_css	std_ctr	std_css
FengQ_2015_in_AUT-CRC	-0.007094972060112923	0.016312266819055735	0.6645197454856016	-0.03906701502546216|0.024877070905236314	61	46	0.40779280944239776	0.3991941136661998	0.08280870494700258	0.08053407785170907
GuptaA_2019_in_IND-CRC	-0.00772251602173105	0.03389548950235893	0.8206208320929556	-0.07415767544635456|0.058712643402892464	30	30	0.23368911647612892	0.23147357187141307	0.10354092751141268	0.0946228300090174
HeQ_2017_in_CHN-CD	-0.14586104063937994	0.02405244393938157	3.435099232805038e-08	-0.19300383076056782|-0.09871825051819205	44	47	0.4351906425738077	0.2718467704372749	0.08234379150696447	0.0951033385799134
JieZ_2017_in_CHN-ACVD	-0.03797642459860085	0.010998279958787584	0.0006342812234280787	-0.05953305331782452|-0.016419795879377187	156	149	0.4149171215223586	0.37522339426842527	0.08594093730803617	0.09376172381449624
KarlssonFH_2013_in_SWE-IGT	-0.017147214030346608	0.013165131228528764	0.19615354875146898	-0.04295087123826298|0.008656443177569768	43	49	0.45606675049108936	0.43774684722995066	0.05906100167523746	0.06269675348542164
KarlssonFH_2013_in_SWE-T2D	-0.007499588037011232	0.01332025285936118	0.5747898498326205	-0.03360728364135915|0.01860810756733668	43	53	0.45606675049108936	0.4517268747948845	0.05906100167523746	0.06283659083307325
MetaCardis_2020_a_in_FRA-IGT	0.008963727793482215	0.010362796124146305	0.3876875552557941	-0.011347352609844541|0.02927480819680897	176	151	0.4131546410133069	0.41189672582838754	0.08848866812466269	0.0792767592617864
MetaCardis_2020_a_in_FRA-T2D	-0.016583801069615375	0.00890287444011354	0.06313372356468162	-0.03403343497223791|0.0008658328330071602	176	290	0.4131546410133069	0.3939334619335335	0.08848866812466269	0.08303027143335531
MetaCardis_2020_a_in_FRA-CAD	-0.005291328284393619	0.012790269021034159	0.6794053052446876	-0.030360255565620567|0.01977759899683333	176	114	0.4131546410133069	0.3936338284574441	0.08848866812466269	0.0939426786646053
MetaCardis_2020_a_in_FRA-HF	-0.03229898705686364	0.021369690087854467	0.13232930449592564	-0.07418357962905839|0.009585605515331115	176	20	0.4131546410133069	0.3782636176558629	0.08848866812466269	0.09514906690771596
MetaCardis_2020_a_in_DEU-T2D	-0.03500277278437732	0.011235220869371457	0.0019463744153251472	-0.05702380568834538|-0.012981739880409265	273	213	0.37915971680870064	0.36331298449571053	0.10135138587071181	0.0963364092313149
MetaCardis_2020_a_in_DEU-IGT	0.0139223644777144	0.013376814275096459	0.29871350127519425	-0.012296191501474657|0.040140920456903456	273	73	0.37915971680870064	0.38421470031342464	0.10135138587071181	0.09773125867172701
NielsenHB_2014_in_ESP-UC	0.00493220808970367	0.016051959598652438	0.7591654224472281	-0.026529632723655105|0.03639404890306244	59	68	0.41704860404483396	0.4265449493586282	0.0819947781131918	0.0969819527368168
NielsenHB_2014_in_ESP-CD	-0.04743364356057482	0.028788260678820086	0.1041021397766472	-0.1038586344910622|0.008991347369912549	59	13	0.41704860404483396	0.3636482416554086	0.0819947781131918	0.10416154423722841
QinJ_2012_in_CHN-T2D	-0.034544425540758435	0.011281773670278486	0.0023757290192473815	-0.05665670193450427|-0.012432149147012603	173	169	0.4171867774556566	0.3856697212912782	0.08535124364832646	0.09994231636219157
QinN_2014_in_CHN-cirrhosis	-0.06945647894879199	0.01161242940170092	8.31394129638099e-09	-0.0922168405761258|-0.04669611732145819	114	123	0.4676954483903046	0.39714736353038477	0.07567808610010014	0.08801498059894207
ThomasAM_2018a_in_ITA-CRC	-0.060439091268095185	0.03031481672085189	0.052265314999155967	-0.11985613204096489|-0.0010220504952254822	22	28	0.40494877137369956	0.33773455456407386	0.07299865625931151	0.12851970502997812
ThomasAM_2018b_in_ITA-CRC	-0.02769787190855093	0.016776813891684998	0.10466053265755881	-0.06058042713625353|0.005184683319151662	27	31	0.44815335923622074	0.4255195978828917	0.05919600409299108	0.06675520447211003
VogtmannE_2016_in_USA-CRC	-0.033356251794247734	0.01539400044127239	0.03272229299851267	-0.06352849265914162|-0.0031840109293538484	52	49	0.41789480290981174	0.3854627213018579	0.08340858529939826	0.07416148850758525
WirbelJ_2018_in_DEU-CRC	-0.04207002742562924	0.016880156521076467	0.014057144409104846	-0.07515513420693912|-0.008984920644319369	65	60	0.46188214228938856	0.4163610053450529	0.07753448933385079	0.09553329609824338
XuQ_2021_in_CHN-T2D	-0.06532379326920981	0.016301509089373806	8.173375494691192e-05	-0.09727475108438247|-0.03337283545403715	217	31	0.41449393303561644	0.35363526150169555	0.08318523670116147	0.08796099777384005
YachidaS_2019_in_JPN-CRC	-0.011620123290015796	0.00814911176389758	0.15450671125117077	-0.02759238234725505|0.004352135767223458	250	258	0.39428695768624855	0.38027533225626187	0.09526635154897667	0.0923024773467589
YuJ_2015_in_CHN-CRC	-0.04689774602601741	0.014986625113547125	0.002192321174081647	-0.07627153124856978|-0.017523960803465043	54	73	0.4365474942386783	0.39107272503963586	0.07746860988179749	0.08107406767893273
ZellerG_2014_in_FRA-CRC	-0.016938301913100008	0.014402423907108696	0.24222530019225907	-0.045167052771033056|0.011290448944833036	59	51	0.41892744375580526	0.38831499101287237	0.0666805370342607	0.08144499145936339
HanniganGD_2017_in_USA-CRC	-0.02648895989216591	0.028116207363171872	0.35127330120709854	-0.08159672632398278|0.02861880653965096	25	24	0.3983548494325436	0.36094250652412496	0.07720992412433839	0.09435202657753548
SankaranarayananK_2015_in_USA-T2D	-0.0071513057349291	0.033805934275015034	0.8338074821136625	-0.07341093691395857|0.05910832544410037	18	19	0.376624571256288	0.3537948038159611	0.10006833113461497	0.08449712817105216
