	effect	std_err	p-val	95% CI	nctrs	ncases	mean_ctr	mean_css	std_ctr	std_css
FengQ_2015_in_AUT-CRC	-0.11700823688352666	0.19536450916473463	0.554114495247592	-0.4999226748464065|0.26590620107935325	61	46	0.48545795777071704	0.4722500363338003	0.12286883832385477	0.11883471273083297
GuptaA_2019_in_IND-CRC	0.3449598708885672	0.2646361403135837	0.19444491396809313	-0.17372696412605676|0.8636467059031911	30	30	0.26715394685720434	0.3142266014619202	0.13528693090935257	0.17768459946480503
HeQ_2017_in_CHN-CD	0.43972369620374485	0.21457304382076478	0.04116092397452301	0.019160530315045887|0.8602868620924438	44	47	0.4667035324261924	0.5567816040308102	0.1039271582730186	0.14599611247418673
JieZ_2017_in_CHN-ACVD	0.23085066995743145	0.11528030764422076	0.0454682273350929	0.004901266974758761|0.45680007294010416	156	149	0.4681824246314875	0.4939301305637896	0.10196888426355763	0.10702589122010313
KarlssonFH_2013_in_SWE-IGT	0.448677459191842	0.2134806094999317	0.036498754363031786	0.030255464571975865|0.867099453811708	43	49	0.3949634611368176	0.4397378793006616	0.08144530488369445	0.09261631971236126
KarlssonFH_2013_in_SWE-T2D	0.2763341235255246	0.207289623786786	0.18605507408274244	-0.12995353909657598|0.6826217861476251	43	53	0.3949634611368176	0.4292653686013419	0.08144530488369445	0.09583880571755955
MetaCardis_2020_a_in_FRA-IGT	0.12286689933451263	0.11104571184466558	0.2703023346347463	-0.0947826958810319|0.34051649455005717	176	151	0.3779402084185113	0.41829623973452634	0.12081139619440315	0.11052692903126354
MetaCardis_2020_a_in_FRA-T2D	0.39913632270284016	0.09376801802717832	3.667474179575811e-05	0.21535100736957066|0.5829216380361096	176	290	0.3779402084185113	0.4361386156526734	0.12081139619440315	0.11958825918013946
MetaCardis_2020_a_in_FRA-CAD	-0.012767670219629396	0.11785374687403581	0.9157897765691436	-0.2437610140927396|0.21822567365348078	176	114	0.3779402084185113	0.3672522820688717	0.12081139619440315	0.12251248746940116
MetaCardis_2020_a_in_FRA-HF	-0.12061255897699441	0.1437259269455855	0.611675065171482	-0.402315375790342|0.16109025783635317	176	20	0.3779402084185113	0.3483993473441371	0.12081139619440315	0.11923993204239632
MetaCardis_2020_a_in_DEU-T2D	0.09012207458952691	0.09095561433784008	0.32572859228201656	-0.08815092951263966|0.2683950786916935	273	213	0.39435573007774616	0.38096698217095615	0.14058479223662476	0.1288850215708486
MetaCardis_2020_a_in_DEU-IGT	0.14808467555014096	0.10798137395420011	0.26324084708952444	-0.06355881740009126|0.35972816850037315	273	73	0.39435573007774616	0.4104193174947945	0.14058479223662476	0.1418953171601096
NielsenHB_2014_in_ESP-UC	0.00461424599196808	0.17889703514594169	0.9795150783769916	-0.3460239428940776|0.3552524348780138	59	68	0.4084840179890643	0.40635219770019537	0.11784119611862294	0.11253149254270768
NielsenHB_2014_in_ESP-CD	1.502538228019681	0.2707364375150101	8.112589199383025e-06	0.9718948104902613|2.0331816455491007	59	13	0.4084840179890643	0.6003390044984376	0.11784119611862294	0.09359016020028521
QinJ_2012_in_CHN-T2D	0.09267523629386387	0.10852437278690526	0.39350969522252055	-0.12003253436847042|0.30538300695619813	173	169	0.44797512890272495	0.46425515208150286	0.10580447194487391	0.12205676848397609
QinN_2014_in_CHN-cirrhosis	0.3119464408999707	0.1312590632976191	0.017680524750754288	0.05467867683663724|0.5692142049633042	114	123	0.43201294546934454	0.46827636655091603	0.08649913087756415	0.10335369058179891
ThomasAM_2018a_in_ITA-CRC	0.007040149829488034	0.2887988435696816	0.9807909001669135	-0.5590055835670878|0.573085883226064	22	28	0.4305063377172095	0.4545023954359263	0.11815655679505342	0.15390573546231798
ThomasAM_2018b_in_ITA-CRC	-0.6476730253794754	0.2742645851517657	0.019094883192284272	-1.1852316122769362|-0.11011443848201452	27	31	0.46295922965266817	0.422682156955818	0.05757028611944737	0.08964820056502622
VogtmannE_2016_in_USA-CRC	0.5140705876048891	0.20432122727988197	0.012146209331326298	0.11360098213632047|0.9145401930734578	52	49	0.4251161528594189	0.48386691339201965	0.13226280823709613	0.11597315641445968
WirbelJ_2018_in_DEU-CRC	0.11452166293341	0.1804935207228034	0.5269330504237419	-0.23924563768328466|0.46828896355010463	65	60	0.40093540386445753	0.4128885413216138	0.0900173754759689	0.11761928312432705
XuQ_2021_in_CHN-T2D	0.7591104218035309	0.1320301989634366	0.00010754556422664575	0.5003312318351952|1.0178896117718668	217	31	0.4552488909275172	0.5372460772079818	0.11295629058447139	0.12359271313854607
YachidaS_2019_in_JPN-CRC	0.03574790557102814	0.08891829248415307	0.687843923873785	-0.13853194769791188|0.21002775883996816	250	258	0.4729193563137514	0.47535599061195527	0.11601418412944689	0.11831629832484185
YuJ_2015_in_CHN-CRC	0.1957112702690872	0.17932455233816186	0.28149882895335376	-0.15576485231371007|0.5471873928518844	54	73	0.46433796316872916	0.4859476831795422	0.10712196421798967	0.10788552450310877
ZellerG_2014_in_FRA-CRC	0.08695543358154098	0.19255737385183502	0.6531802408309212	-0.29045701916805566|0.46436788633113757	59	51	0.41296939014249984	0.42300699134006886	0.10515009574802252	0.10399472539477103
HanniganGD_2017_in_USA-CRC	0.2116867120372826	0.2926756522444514	0.47200219090885853	-0.3619575663618422|0.7853309904364074	25	24	0.5406155625674562	0.5806568601425417	0.10756268682702616	0.10496368015211605
SankaranarayananK_2015_in_USA-T2D	-0.07499782952282527	0.3384492411327991	0.8259056029005503	-0.7383583421431116|0.588362683097461	18	19	0.524049778743712	0.5344052646050914	0.11749161601669805	0.09962425966830091
